beer_name,style,brewery,city,abv,num_ratings,ba_score
Rensselear Festbier,German Märzen / Oktoberfest,Brown's Brewing Company,Troy,6.3,0,0
Scottish Ale,Scottish Ale,Brown's Brewing Company,Troy,4.75,0,0
9 Lives Pale Ale,American Pale Ale (APA),Crossroads Brewing Company,Athens,5.9,0,0
Amarillo Amber,American Amber / Red Ale,Crossroads Brewing Company,Athens,4.1,0,0
Barleywine,American Barleywine,Crossroads Brewing Company,Athens,11,0,0
Game Changer IPA,American IPA,Crossroads Brewing Company,Athens,6.2,0,0
Game Changer IPA,American IPA,Crossroads Brewing Company,Athens,6.8,0,0
Lane 4 Session IPA,American IPA,Crossroads Brewing Company,Athens,4.3,0,0
NYCommon,California Common / Steam Beer,Crossroads Brewing Company,Athens,5.5,0,0
Rye Not,American IPA,Crossroads Brewing Company,Athens,4.8,0,0
Successor,American Porter,Crossroads Brewing Company,Athens,8.5,0,0
Bungalow Beer,American Pale Ale (APA),Crooked Ladder Brewing Company,Riverhead,4.6,0,0
Hampton's Golden Ale,American Blonde Ale,Crooked Ladder Brewing Company,Riverhead,4.5,0,0
Photobomb Imperial Red Ale,American Imperial Red Ale,Crooked Ladder Brewing Company,Riverhead,8.5,0,0
Red IPA,American IPA,Crooked Ladder Brewing Company,Riverhead,6,0,0
American Wheat,American Pale Wheat Ale,Critz Farms Brewing & Cider Co.,Cazenovia,5.4,0,0
India Pale Ale,American IPA,Critz Farms Brewing & Cider Co.,Cazenovia,6.5,0,0
Lakeside Light,American Blonde Ale,Critz Farms Brewing & Cider Co.,Cazenovia,5,0,0
Pale Ale,American Pale Ale (APA),Critz Farms Brewing & Cider Co.,Cazenovia,6,0,0
Single Hop IPA,American IPA,Critz Farms Brewing & Cider Co.,Cazenovia,?,0,0
Orange Is the New Beer,American Pale Ale (APA),Crazy Williez Brewery,Ilion,5,0,0
Strawberry Rhubarb Saison,Fruit and Field Beer,Crazy Williez Brewery,Ilion,?,0,0
Tropical Moo,German Hefeweizen,Crazy Williez Brewery,Ilion,4.9,0,0
Udder Delight,American Stout,Crazy Williez Brewery,Ilion,6,0,0
Crooked Wand,American Pale Ale (APA),Crafty Ales & Lagers,Phelps,?,0,0
Professor Crafty's IPA,American IPA,Crafty Ales & Lagers,Phelps,?,0,0
Brown Bess,American Brown Ale,Cousins Ale Works,Wappingers Falls,5.2,0,0
Honey Wheat,American Pale Wheat Ale,Council Rock Brewery,Cooperstown,6,0,0
Pils Nerd,Bohemian Pilsener,Cortland Beer Company,Cortland,5.7,0,0
Fenimore Froth,Winter Warmer,Cooper's Cave Ale Company,Glens Falls,7.09,0,0
Call Your Mother IPA,New England IPA,Coney Island Brewing Company,Brooklyn,7.5,0,0
Cream Of The Cropsey,Belgian Saison,Coney Island Brewing Company,Brooklyn,6.3,0,0
Petunaia Pale Ale,American Pale Ale (APA),Community Beer Works,Buffalo,4.7,0,0
Punk Boots,American Amber / Red Ale,Community Beer Works,Buffalo,6.9,0,0
Almost Looks Like Water,American Malt Liquor,Common Roots Brewing Company,South Glens Falls,4,0,0
Breakfast Michelada,American Wild Ale,Common Roots Brewing Company,South Glens Falls,3,0,0
Haus Sour #12,American Wild Ale,Common Roots Brewing Company,South Glens Falls,5.8,0,0
Table Cranberry,American Wild Ale,Common Roots Brewing Company,South Glens Falls,4,0,0
What Is Simcoe?,American IPA,Common Roots Brewing Company,South Glens Falls,6.2,0,0
100% NYS Light,American Pale Ale (APA),Climbing Bines Hop Farm,Penn Yan,5.2,0,0
BFH,American Amber / Red Ale,Climbing Bines Hop Farm,Penn Yan,5.5,0,0
Buckwheat Brown,American Brown Ale,Climbing Bines Hop Farm,Penn Yan,6.5,0,0
Hefehopfen,American IPA,Climbing Bines Hop Farm,Penn Yan,6.9,0,0
India Brown Ale,American Brown Ale,Climbing Bines Hop Farm,Penn Yan,6.5,0,0
Porter's Welcome,American Porter,Climbing Bines Hop Farm,Penn Yan,6.3,0,0
Second Scythe Stout,American Stout,Climbing Bines Hop Farm,Penn Yan,7.5,0,0
Untitled IPA,American IPA,Clemson Bros. Brewery,Middletown,6,0,0
Amber Lager,American Amber / Red Ale,Circa Brewing Co.,Brooklyn,5.2,0,0
Peach Berliner Weisse,Berliner Weisse,Circa Brewing Co.,Brooklyn,4.2,0,0
Saison,Belgian Saison,Circa Brewing Co.,Brooklyn,7,0,0
Scotch Ale,Scotch Ale / Wee Heavy,Circa Brewing Co.,Brooklyn,6.4,0,0
Blueberry Ale,German Pilsner,Empire Brewing Company - Brewpub,Syracuse,6,0,0
Cherry Stout,American Stout,Empire Brewing Company - Brewpub,Syracuse,7,0,0
Instigator Dopplebock,German Doppelbock,Empire Brewing Company - Brewpub,Syracuse,8,0,0
Saison,Belgian Saison,Empire Brewing Company - Brewpub,Syracuse,5.7,0,0
Angry Maple Brown,American Brown Ale,Ellicottville Brewing Co.,Ellicottville,6.2,0,0
Just the Tip,Herb and Spice Beer,Ellicottville Brewing Co.,Ellicottville,6,0,0
Lemongrass Witte,Belgian Witbier,Ellicottville Brewing Co.,Ellicottville,6.3,0,0
Orange Chocolate Blonde Ale,American Blonde Ale,Ellicottville Brewing Co.,Ellicottville,?,0,0
1/2 Baked Peanut Butter Porter,American Porter,Ellicottville Brewing Co.,Fredonia,7,0,0
Blueberry Wheat,Fruit and Field Beer,Ellicottville Brewing Co.,Fredonia,4.8,0,0
Caramel Apple Cuvée,American Blonde Ale,Ellicottville Brewing Co.,Fredonia,8.5,0,0
Coldspresso,American Blonde Ale,Ellicottville Brewing Co.,Fredonia,7,0,0
Ellicottville IPA,American IPA,Ellicottville Brewing Co.,Fredonia,6,0,0
Fall Festival,German Märzen / Oktoberfest,Ellicottville Brewing Co.,Fredonia,5.6,0,0
Fistful of Peel,American Imperial IPA,Ellicottville Brewing Co.,Fredonia,8,0,0
Hot Chocolate Stout,American Stout,Ellicottville Brewing Co.,Fredonia,7,0,0
Island Göse,Leipzig Gose,Ellicottville Brewing Co.,Fredonia,6,0,0
Just Peachy,Fruit and Field Beer,Ellicottville Brewing Co.,Fredonia,4.2,0,0
Keepin It Peel,American IPA,Ellicottville Brewing Co.,Fredonia,5,0,0
Mosaic Sunrise,American IPA,Ellicottville Brewing Co.,Fredonia,6,0,0
Ski Bum,Winter Warmer,Ellicottville Brewing Co.,Fredonia,6,0,0
Eli Fish Crystal Conscience,New England IPA,Eli Fish Brewing Co.,Batavia,6.7,0,0
Amarillo Amber,American Amber / Red Ale,Eastwood Brewing Co.,Syracuse,6.5,0,0
American Wheat,American Pale Wheat Ale,Eastwood Brewing Co.,Syracuse,6,0,0
Nugget Centennial Amber,American Amber / Red Ale,Eastwood Brewing Co.,Syracuse,6.5,0,0
Crystal Weiss,German Kristalweizen,Eastern Front Brewing Co.,Mattituck,4.9,0,0
Duncan's Belgian Style Quadrupel,Belgian Quadrupel (Quad),Duncan's Abbey,Tarrytown,12,0,0
Duncan's Tarrytown Dubbel,Belgian Dubbel,Duncan's Abbey,Tarrytown,7,0,0
Toby,Belgian IPA,Duncan's Abbey,Tarrytown,9.5,0,0
Better Red Than Dead,American Amber / Red Ale,Dublin Corners Farm Brewery,Linwood,6,0,0
Devil's 1/2 Acre,American IPA,Dublin Corners Farm Brewery,Linwood,7.6,0,0
Wheat W/o A Name,American Pale Wheat Ale,Dublin Corners Farm Brewery,Linwood,5.2,0,0
York Pale Ale,American Pale Ale (APA),Dublin Corners Farm Brewery,Linwood,5.2,0,0
Czech-Style Pilsner,Bohemian Pilsener,Druthers Brewing Company,Saratoga Springs,5.6,0,0
Doubel Druthers,Belgian Dark Ale,Druthers Brewing Company,Saratoga Springs,7.5,0,0
Double Dare,Leipzig Gose,Druthers Brewing Company,Saratoga Springs,8.4,0,0
Druther's Black Bock,German Bock,Druthers Brewing Company,Saratoga Springs,7,0,0
Springfest,American Amber / Red Lager,Druthers Brewing Company,Saratoga Springs,6.2,0,0
Drift Dodger,Winter Warmer,Diversion Brewing Company,Chemung,6.8,0,0
False Pretense,American Stout,Diversion Brewing Company,Chemung,8.2,0,0
Sierra's Missed Porter,American Porter,Diversion Brewing Company,Chemung,6.2,0,0
Candidate 3,American Pale Ale (APA),District 96 Beer Factory,New City,5.5,0,0
Candidate 4,American Pale Ale (APA),District 96 Beer Factory,New City,4.9,0,0
Candidate 5,American IPA,District 96 Beer Factory,New City,6.5,0,0
Candidate 6,American Pale Ale (APA),District 96 Beer Factory,New City,5.3,0,0
Candidate 7,American Amber / Red Ale,District 96 Beer Factory,New City,5.7,0,0
Limeade,Leipzig Gose,District 96 Beer Factory,New City,5.4,0,0
The Wit House,Belgian Witbier,District 96 Beer Factory,New City,5.5,0,0
Blueberry Pancake,New England IPA,Decadent Ales,Mamaroneck,9.6,0,0
Bourbon Barrel Aged Maple Coffee Old Ale,English Old Ale,Decadent Ales,Mamaroneck,11.3,0,0
Citra,American IPA,Decadent Ales,Mamaroneck,4.8,0,0
Coconut POG NOG,American Imperial IPA,Decadent Ales,Mamaroneck,8.8,0,0
Cotton Candy,American IPA,Decadent Ales,Mamaroneck,8.4,0,0
Decadent Creamery - Mint Chocolate Chip,American Pale Ale (APA),Decadent Ales,Mamaroneck,8.2,0,0
Double Whipped Blackberry Cream Pop,American IPA,Decadent Ales,Mamaroneck,9.3,0,0
Drink Tropically - Coconut Orange,American Imperial IPA,Decadent Ales,Mamaroneck,8.6,0,0
French Toast Old Ale,English Old Ale,Decadent Ales,Mamaroneck,11.3,0,0
French Toast Stout,American Imperial Stout,Decadent Ales,Mamaroneck,10.8,0,0
Peanut Butter & Jelly Gose,Leipzig Gose,Decadent Ales,Mamaroneck,3.5,0,0
Peanut Butter French Toast - Banana And Strawberry,American Imperial IPA,Decadent Ales,Mamaroneck,9.1,0,0
Snowball,American Imperial Stout,Decadent Ales,Mamaroneck,11.3,0,0
Strawberry Mimosa,Leipzig Gose,Decadent Ales,Mamaroneck,?,0,0
Tropical Session,American IPA,Decadent Ales,Mamaroneck,4.8,0,0
Vanilla Cream Pop,New England IPA,Decadent Ales,Mamaroneck,8.6,0,0
Mr. Revitalizer,American Blonde Ale,Death Ave Brewing and Tap Room,New York,4.6,0,0
Mr. Whiskers,Belgian Pale Ale,Death Ave Brewing and Tap Room,New York,5.1,0,0
Fetish Culture: Honeydew Melon Boba,New England IPA,Foreign Objects Beer Company,New Paltz,7.5,0,0
God Damn The Sun,American Stout,Foreign Objects Beer Company,New Paltz,7,0,0
Kolsch,German Kölsch,Folksbier Brewery,Brooklyn,5.25,0,0
Malort-inspired Tripel,Belgian Tripel,Folksbier Brewery,Brooklyn,?,0,0
Recurring Dreams #10,American Pale Ale (APA),Folksbier Brewery,Brooklyn,5.5,0,0
Cita Session IPA,American IPA,Flying Bison Brewing Company,Buffalo,4.6,0,0
Hazy Bison IPA,New England IPA,Flying Bison Brewing Company,Buffalo,5.5,0,0
Thundersnow IPA,American IPA,Flying Bison Brewing Company,Buffalo,7.7,0,0
Curly Tail Ale,Belgian Strong Dark Ale,Flying Belgian Brewery,Bellmore,8,0,0
Hefeweisen,German Hefeweizen,Finger Lakes Beer Company,Hammondsport,4.5,0,0
Stout,American Stout,Finger Lakes Beer Company,Hammondsport,4.7,0,0
Lost Variation,American Imperial Stout,Finback Brewery,Queens,10,0,0
Summer Sour: Passion Fruit,American Wild Ale,Fifth Hammer Brewing,Queens,6.2,0,0
Lickable Wallpaper,American Imperial IPA,Fifth Frame Brewing Co.,Rochester,8.1,0,0
Sour Fix W/Raspberries,American Wild Ale,Fifth Frame Brewing Co.,Rochester,5.5,0,0
Blackwatch Braggot,Braggot,Fairport Brewing Company,Fairport,7.86,0,0
Brothers’ Belgian,Belgian Dubbel,Fairport Brewing Company,Fairport,7.2,0,0
Crown Jewel,New England IPA,Fairport Brewing Company,Fairport,4.1,0,0
Gutterwalker Stout,Irish Dry Stout,Fairport Brewing Company,Fairport,4.8,0,0
JJ McShane's,English Oatmeal Stout,Fairport Brewing Company,Fairport,7.2,0,0
Lift Bridge Lager,Bohemian Pilsener,Fairport Brewing Company,Fairport,5,0,0
Millstone Blonde,American Blonde Ale,Fairport Brewing Company,Fairport,4.1,0,0
Oh-Pa,American Pale Ale (APA),Fairport Brewing Company,Fairport,5.3,0,0
Olde Ezra Wee Heavy,Scotch Ale / Wee Heavy,Fairport Brewing Company,Fairport,6.8,0,0
Red Rye IPA,American IPA,Fairport Brewing Company,Fairport,6.5,0,0
Scum Jumper,German Dunkelweizen,Fairport Brewing Company,Fairport,6.7,0,0
Whipple Brother's Ale,American Pale Ale (APA),Fairport Brewing Company,Fairport,5.3,0,0
William’s Altbier,German Altbier,Fairport Brewing Company,Fairport,4.9,0,0
Even More Candy Bars Edition 5,American Imperial Stout,Evil Twin Brewing NYC,Queens,13,0,0
A Day Without Laughter Is A Day Wasted,American Imperial IPA,Evil Twin Brewing,Brooklyn,9,0,0
Apricot Compote Sour,American Wild Ale,Evil Twin Brewing,Brooklyn,6,0,0
"Beer, Made Nice",California Common / Steam Beer,Evil Twin Brewing,Brooklyn,5,0,0
Brett Yeast & Helles,American Wild Ale,Evil Twin Brewing,Brooklyn,4.5,0,0
Even More 8 LB 6 OZ Newborn Infant Jesus,English Sweet / Milk Stout,Evil Twin Brewing,Brooklyn,5,0,0
Even More Little Tiny Baby Jesus,English Oatmeal Stout,Evil Twin Brewing,Brooklyn,7,0,0
Even More Tuxedo T-Shirt Jesus,American Imperial Stout,Evil Twin Brewing,Brooklyn,13,0,0
Evil Twin / Crooked Stave - Private Reserve,American Imperial Stout,Evil Twin Brewing,Brooklyn,14,0,0
I Grew Up In Williamsburg,American IPA,Evil Twin Brewing,Brooklyn,7,0,0
Kagemand,American Imperial Stout,Evil Twin Brewing,Brooklyn,12,0,0
Mankini,American IPA,Evil Twin Brewing,Brooklyn,2.7,0,0
Microkini,American IPA,Evil Twin Brewing,Brooklyn,2.7,0,0
Never Ending,American Imperial Stout,Evil Twin Brewing,Brooklyn,10,0,0
The Art of Mixing A Beer Mojito,American Imperial IPA,Evil Twin Brewing,Brooklyn,8,0,0
We All Know What An Empty Subway Car Means,German Pilsner,Evil Twin Brewing,Brooklyn,5,0,0
Lock Tender IPA,American IPA,Erie Canal Brewing Company,Canastota,6.5,0,0
Austin Black Currant and Blackberry,Belgian Saison,Equilibrium Brewery,Middletown,6,0,0
Austin Cranberry and Lime,Belgian Saison,Equilibrium Brewery,Middletown,6,0,0
Austin Guava and Passionfruit,Belgian Saison,Equilibrium Brewery,Middletown,6,0,0
Barrel Aged Special Relativity 1,American Imperial Stout,Equilibrium Brewery,Middletown,12,0,0
CMC,American Imperial IPA,Equilibrium Brewery,Middletown,8,0,0
Deviation,American Imperial IPA,Equilibrium Brewery,Middletown,10.5,0,0
Equilibrium / Three Chiefs - Players,American Imperial Stout,Equilibrium Brewery,Middletown,11,0,0
Hop Wave 3,American Imperial IPA,Equilibrium Brewery,Middletown,8,0,0
Paradice City,American Wild Ale,Equilibrium Brewery,Middletown,5.5,0,0
Unlikely Foragers (Single Thread),American Wild Ale,Equilibrium Brewery,Middletown,6,0,0
Walk Under The Sky,American Imperial IPA,Equilibrium Brewery,Middletown,8,0,0
Chocolate Oatmeal Stout,English Oatmeal Stout,Emporium Farm Brewery,Rensselaer,5.7,0,0
ESB,English Extra Special / Strong Bitter (ESB),Emporium Farm Brewery,Rensselaer,6,0,0
Scottish Ale 80/- (Eighty Shilling),Scottish Ale,Emporium Farm Brewery,Rensselaer,4.8,0,0
Genesee Brew House Zuper Blonde Ale,American Blonde Ale,Genesee Brew House,Rochester,?,0,0
First Ward Problems (Collaboration with Thin Man Brewery),New England IPA,Gene McCarthy's Tavern / Old First Ward Brewing,Buffalo,7.5,0,0
Heisenberg,German Weizenbock,Gene McCarthy's Tavern / Old First Ward Brewing,Buffalo,7.5,0,0
Saison,Belgian Saison,Gene McCarthy's Tavern / Old First Ward Brewing,Buffalo,5.5,0,0
Juice Breaker,American IPA,Garvies Point Craft Brewery,Glen Cove,6.5,0,0
(Sunset2)-3265,American Imperial IPA,Garland City Beer Works,Watertown,8,0,0
American Corner Pale,American Pale Ale (APA),Garland City Beer Works,Watertown,6,0,0
Coffeen St Stout,English Sweet / Milk Stout,Garland City Beer Works,Watertown,7,0,0
Fruit Stand On Bellew,Fruit and Field Beer,Garland City Beer Works,Watertown,5.5,0,0
Fruit Stand On Bellew (Clementine),Fruit and Field Beer,Garland City Beer Works,Watertown,5.5,0,0
Hop And Circumstance (Azacca),American IPA,Garland City Beer Works,Watertown,7,0,0
Hop And Circumstance (Centennial),American IPA,Garland City Beer Works,Watertown,7,0,0
Hop and Circumstance (Mosaic),American IPA,Garland City Beer Works,Watertown,6.5,0,0
Hoppy Copper,American Amber / Red Ale,Garland City Beer Works,Watertown,5,0,0
Patrick's Stout,Irish Dry Stout,Garland City Beer Works,Watertown,6,0,0
Re Wired,American Amber / Red Ale,Garland City Beer Works,Watertown,5.25,0,0
Shepherds Pie IPA,American Imperial IPA,Garland City Beer Works,Watertown,8.7,0,0
Sunday Brunch,American IPA,Garland City Beer Works,Watertown,6.5,0,0
Weisse Grips,Berliner Weisse,Garland City Beer Works,Watertown,4,0,0
Weisse Grips (Kiwi),Berliner Weisse,Garland City Beer Works,Watertown,7,0,0
"You May Be Hazy, I May Be Crazy",American IPA,Garland City Beer Works,Watertown,7.6,0,0
Black Sheep,American Porter,Gardiner Brewing Company,Gardiner,4.8,0,0
Ireland Corners,Irish Red Ale,Gardiner Brewing Company,Gardiner,4.2,0,0
Left Handed Monkey Wrench,Belgian Saison,Gardiner Brewing Company,Gardiner,7.5,0,0
Muffler Bearings,American Pale Ale (APA),Gardiner Brewing Company,Gardiner,5.1,0,0
Summer Saaz,Bohemian Pilsener,Galaxy Brewing Company,Binghamton,4.5,0,0
1798,English Pale Ale,Fulton Chain Craft Brewery,Old Forge,6.5,0,0
Changing Leaves,American Pale Ale (APA),Fulton Chain Craft Brewery,Old Forge,?,0,0
Charlie's Pumpkin Ale,Pumpkin Beer,Fulton Chain Craft Brewery,Old Forge,4.8,0,0
Day Drinker,American Pale Ale (APA),Fulton Chain Craft Brewery,Old Forge,?,0,0
Golden Beach,American Blonde Ale,Fulton Chain Craft Brewery,Old Forge,4,0,0
Just Visiting,Rye Beer,Fulton Chain Craft Brewery,Old Forge,?,0,0
KPNTRKN,French Bière de Garde,Fulton Chain Craft Brewery,Old Forge,?,0,0
Raisin Hell,American Lager,Fulton Chain Craft Brewery,Old Forge,?,0,0
Soulless,German Pilsner,Fulton Chain Craft Brewery,Old Forge,?,0,0
Sour Cherry Milk Stout,American Stout,Fulton Chain Craft Brewery,Old Forge,?,0,0
377.3 Brown Ale,American Brown Ale,Full Boar Craft Brewery & Tap Room,Syracuse,6.2,0,0
Close Enough,English Pale Ale,Full Boar Craft Brewery & Tap Room,Syracuse,6.5,0,0
Crooked Claymore,Scotch Ale / Wee Heavy,Full Boar Craft Brewery & Tap Room,Syracuse,7.4,0,0
Dark Victory,American Stout,Full Boar Craft Brewery & Tap Room,Syracuse,6.6,0,0
Eric's Irish Exit,American Amber / Red Lager,Full Boar Craft Brewery & Tap Room,Syracuse,5.4,0,0
In The Doghouse,American Brown Ale,Full Boar Craft Brewery & Tap Room,Syracuse,6.2,0,0
Orange A Peel,American Pale Ale (APA),Full Boar Craft Brewery & Tap Room,Syracuse,7,0,0
Plank Road,American Pale Ale (APA),Full Boar Craft Brewery & Tap Room,Syracuse,5.5,0,0
Slow And Low Stout,Irish Dry Stout,Full Boar Craft Brewery & Tap Room,Syracuse,5.3,0,0
Stop 6,American Brown Ale,Full Boar Craft Brewery & Tap Room,Syracuse,?,0,0
Sweetheart,American Blonde Ale,Full Boar Craft Brewery & Tap Room,Syracuse,4.8,0,0
White Whale IPA,American IPA,Full Boar Craft Brewery & Tap Room,Syracuse,6.5,0,0
Culture Shift,New England IPA,Froth Brewing Co.,Buffalo,7.3,0,0
Diego To The Bay,American IPA,Froth Brewing Co.,Buffalo,6.4,0,0
DiMaggio,American Imperial IPA,Froth Brewing Co.,Buffalo,8.1,0,0
Easy Acai,American Pale Ale (APA),Froth Brewing Co.,Buffalo,5.6,0,0
Mango-Peach O.G.,American Wild Ale,Froth Brewing Co.,Buffalo,4.7,0,0
Mounds Bar,American Stout,Froth Brewing Co.,Buffalo,6.9,0,0
Mounds Bar W/ 2x Sumatra Coffee & Salted Caramel,American Stout,Froth Brewing Co.,Buffalo,6.9,0,0
Mounds Bar W/ Sumatra Coffee,American Stout,Froth Brewing Co.,Buffalo,6.9,0,0
Paper Planes Pale Ale,American Pale Ale (APA),Froth Brewing Co.,Buffalo,5.6,0,0
Pillow Top,American Imperial IPA,Froth Brewing Co.,Buffalo,7.8,0,0
Summer 'N The Works,Bohemian Pilsener,Froth Brewing Co.,Buffalo,5.1,0,0
Hitch,American IPA,Freight Yard Brewing,Clay,5.6,0,0
Hump,American Pale Ale (APA),Freight Yard Brewing,Clay,5.5,0,0
Shibumi,American IPA,Freethought,Brooklyn,5.5,0,0
Delaware Rye-sing,American IPA,Fox N Hare Brewing Company,Port Jervis,6.8,0,0
Fourth Barrett,Belgian Saison,Fox N Hare Brewing Company,Port Jervis,6.2,0,0
Hop Forward,American IPA,Fox N Hare Brewing Company,Port Jervis,7.5,0,0
Severed Ego,American IPA,Four Mile Brewing,Olean,6,0,0
Foreign Extra Stout,Foreign / Export Stout,Griffin Hill Farm Brewery,Onondaga,7.5,0,0
Foreign Extra Stout - Wild Fermentation,Foreign / Export Stout,Griffin Hill Farm Brewery,Onondaga,7.5,0,0
New York Gold Ale,American Pale Ale (APA),Griffin Hill Farm Brewery,Onondaga,4.9,0,0
Fine Detail,American IPA,Greenport Harbor Brewing Company,Greenport,4.8,0,0
Nelson OGB,Berliner Weisse,Greenport Harbor Brewing Company,Greenport,5,0,0
Night Navigation,English Oatmeal Stout,Greenport Harbor Brewing Company,Greenport,6.1,0,0
Reduction,American Amber / Red Ale,Greenport Harbor Brewing Company,Greenport,9.6,0,0
Blackberry Parfait,American IPA,Greenpoint Beerworks / Kelso of Brooklyn,Brooklyn,6.8,0,0
Kelso Framboise,Belgian Fruit Lambic,Greenpoint Beerworks / Kelso of Brooklyn,Brooklyn,5.5,0,0
Kelso Rye Aged Scotch Ale,Scotch Ale / Wee Heavy,Greenpoint Beerworks / Kelso of Brooklyn,Brooklyn,6.5,0,0
Fingers Crossed,Belgian Pale Ale,Greenpoint Beer & Ale Company,Brooklyn,?,0,0
It's All An Illusion,American IPA,Greenpoint Beer & Ale Company,Brooklyn,?,0,0
Lost For Words,American Blonde Ale,Greenpoint Beer & Ale Company,Brooklyn,6.4,0,0
Pottery Hill Pale Ale,American Pale Ale (APA),Greenpoint Beer & Ale Company,Brooklyn,4.7,0,0
Sassy Lil,American IPA,Greenpoint Beer & Ale Company,Brooklyn,?,0,0
Segment,German Pilsner,Greenpoint Beer & Ale Company,Brooklyn,5.2,0,0
Barefoot Brewers Rye,American IPA,Green Wolf Brewing Co.,Middleburgh,6.9,0,0
Defyance Strong (Imperial Wheat) Ale,American Strong Ale,Green Wolf Brewing Co.,Middleburgh,7.5,0,0
